 80 0x01FC 0x0206 0x0200 10 01.12
 81 0x01FA 0x0203 0x01FE 09 01.08
 82 0x01F7 0x0202 0x01FD 11 01.22
 83 0x01FA 0x0205 0x01FF 11 01.46
 84 0x01FA 0x0205 0x01FE 11 01.20
 85 0x01FA 0x0205 0x01FF 11 01.26
 86 0x01F9 0x0206 0x01FE 13 01.49
 87 0x01FC 0x0206 0x0200 10 01.17
 88 0x01FD 0x0205 0x0200 08 00.96
 89 0x01FD 0x0206 0x0200 09 01.15
 8A 0x01FA 0x0203 0x01FD 09 01.04
 8B 0x01FC 0x0205 0x01FF 09 01.04
 8C 0x01F9 0x0203 0x01FE 10 01.16
 8D 0x01FC 0x0206 0x0201 10 01.20
 8E 0x01FC 0x0205 0x01FF 09 01.12
 8F 0x01FA 0x0204 0x01FF 10 01.14
 90 0x01FD 0x0205 0x0200 08 00.95
 91 0x01FB 0x0206 0x01FF 11 01.25
 92 0x01FC 0x0205 0x01FF 09 01.04
 93 0x01FE 0x0208 0x0202 10 01.08
 94 0x01FC 0x0206 0x0200 10 01.15
 95 0x01FE 0x0207 0x0202 09 01.16
 96 0x01FB 0x0205 0x01FF 10 01.17
 97 0x01FA 0x0204 0x01FE 10 01.08
 98 0x01FA 0x0203 0x01FD 09 00.95
 99 0x01FB 0x0205 0x0200 10 01.27
 9A 0x01F8 0x0202 0x01FC 10 01.06
 9B 0x01FC 0x0206 0x01FF 10 01.14
 9C 0x01FA 0x0205 0x01FF 11 01.21
 9D 0x01FB 0x0205 0x0200 10 01.12
 9E 0x01FA 0x0203 0x01FE 09 01.13
 9F 0x01FD 0x0207 0x0201 10 01.09
 A0 0x01FD 0x0205 0x0200 08 00.98
 A1 0x01FC 0x0205 0x0200 09 01.12
 A2 0x01FC 0x0205 0x0200 09 01.05
 A3 0x01FC 0x0206 0x01FF 10 01.06
 A4 0x01FB 0x0206 0x0200 11 01.30
 A5 0x01FB 0x0205 0x01FF 10 01.11
 A6 0x01FA 0x0204 0x01FE 10 01.27
 A7 0x01FB 0x0204 0x01FF 09 01.14
 A8 0x01FC 0x0204 0x01FF 08 00.95
 A9 0x01FC 0x0205 0x0200 09 01.11
 AA 0x01FB 0x0203 0x01FE 08 00.99
 AB 0x01FB 0x0204 0x01FE 09 01.11
 AC 0x01F8 0x0205 0x01FE 13 01.54
 AD 0x01FA 0x0204 0x01FE 10 01.12
 AE 0x01FB 0x0206 0x0200 11 01.35
 AF 0x01FB 0x0205 0x01FF 10 01.19
 B0 0x01FB 0x0205 0x01FF 10 01.02
 B1 0x01FB 0x0205 0x01FF 10 01.28
 B2 0x01FC 0x0205 0x01FF 09 01.03
 B3 0x01FA 0x0204 0x01FF 10 01.46
 B4 0x01FB 0x0206 0x0200 11 01.41
 B5 0x01FA 0x0204 0x01FF 10 01.12
 B6 0x01FA 0x0205 0x01FF 11 01.28
 B7 0x01FB 0x0204 0x01FF 09 01.07
 B8 0x01FB 0x0204 0x01FE 09 00.97
 B9 0x01FA 0x0205 0x01FF 11 01.34
 BA 0x01FB 0x0204 0x01FF 09 01.02
 BB 0x01FC 0x0205 0x0200 09 01.06
 BC 0x01F9 0x0205 0x01FE 12 01.86
 BD 0x01FA 0x0204 0x01FF 10 01.09
 BE 0x01FC 0x0207 0x0200 11 01.39
 BF 0x01FD 0x0206 0x0200 09 00.98
 C0 0x01FD 0x0206 0x0201 09 00.95
 C1 0x01FC 0x0206 0x0201 10 01.11
 C2 0x01FD 0x0206 0x0200 09 01.00
 C3 0x01FB 0x0205 0x01FF 10 01.27
 C4 0x01F9 0x0203 0x01FD 10 01.24
 C5 0x01FB 0x0205 0x0200 10 01.09
 C6 0x01FD 0x0206 0x0200 09 01.24
 C7 0x01FB 0x0204 0x01FF 09 01.00
 C8 0x01FC 0x0205 0x0200 09 00.97
 C9 0x01F9 0x0203 0x01FE 10 01.27
 CA 0x01F9 0x0202 0x01FD 09 01.02
 CB 0x01FB 0x0205 0x0200 10 01.53
 CC 0x01FB 0x0206 0x01FF 11 01.14
 CD 0x01FB 0x0204 0x01FF 09 01.09
 CE 0x01FC 0x0208 0x0201 12 01.39
 CF 0x01FE 0x0206 0x0201 08 01.01
 D0 0x01FC 0x0206 0x0200 10 01.05
 D1 0x01F9 0x0204 0x01FE 11 01.30
 D2 0x01FB 0x0203 0x01FE 08 01.03
 D3 0x01FB 0x0205 0x01FF 10 01.35
 D4 0x01FC 0x0206 0x01FF 10 01.16
 D5 0x01FA 0x0205 0x0200 11 01.09
 D6 0x01FD 0x0208 0x0201 11 01.49
 D7 0x01FA 0x0203 0x01FE 09 00.99
 D8 0x01FB 0x0204 0x01FF 09 01.12
 D9 0x01FB 0x0206 0x0201 11 01.40
 DA 0x01FB 0x0204 0x01FE 09 01.10
 DB 0x01FC 0x0206 0x0200 10 01.35
 DC 0x01FC 0x0206 0x0200 10 01.09
 DD 0x01FA 0x0205 0x01FF 11 01.09
 DE 0x01FC 0x0208 0x0200 12 01.48
 DF 0x01FE 0x0207 0x0202 09 01.05
 E0 0x01FB 0x0205 0x01FF 10 01.20
 E1 0x01FB 0x0206 0x0200 11 01.45
 E2 0x01FB 0x0206 0x0200 11 01.21
 E3 0x01FA 0x0204 0x01FE 10 01.22
 E4 0x01FA 0x0207 0x01FF 13 01.81
 E5 0x01FA 0x0205 0x01FF 11 01.15
 E6 0x01FB 0x0208 0x0200 13 01.73
 E7 0x01FB 0x0205 0x0200 10 01.21
 E8 0x01FA 0x0202 0x01FD 08 01.02
