 80 0x0200 0x0206 0x0202 06 00.88
 81 0x01FC 0x0204 0x0200 08 00.90
 82 0x01FC 0x0208 0x0200 12 01.26
 83 0x01FF 0x020A 0x0203 11 01.19
 84 0x01F6 0x0205 0x01FE 15 02.12
 85 0x01FA 0x0206 0x0201 12 01.25
 86 0x01F5 0x0204 0x01FD 15 02.01
 87 0x01FC 0x0206 0x0201 10 01.13
 88 0x01FD 0x0205 0x0200 08 00.99
 89 0x01FD 0x0208 0x0202 11 01.27
 8A 0x0200 0x020B 0x0203 11 01.21
 8B 0x0200 0x020A 0x0203 10 01.19
 8C 0x01F5 0x0203 0x01FD 14 01.85
 8D 0x01FA 0x0205 0x01FF 11 01.23
 8E 0x01F6 0x0203 0x01FD 13 01.77
 8F 0x01FD 0x0207 0x0202 10 01.12
 90 0x01FE 0x0207 0x0201 09 01.01
 91 0x01FF 0x0209 0x0202 10 01.13
 92 0x01FE 0x0209 0x0201 11 01.29
 93 0x0200 0x020A 0x0204 10 01.34
 94 0x01F6 0x0204 0x01FE 14 01.96
 95 0x01FA 0x0207 0x0200 13 01.34
 96 0x01F6 0x0203 0x01FD 13 01.93
 97 0x01FB 0x0206 0x0200 11 01.23
 98 0x01FE 0x0207 0x0201 09 01.00
 99 0x01FF 0x0209 0x0202 10 01.21
 9A 0x01FD 0x0209 0x0201 12 01.26
 9B 0x01FF 0x020B 0x0203 12 01.39
 9C 0x01F5 0x0202 0x01FD 13 01.85
 9D 0x01FC 0x0207 0x0201 11 01.28
 9E 0x01F7 0x0204 0x01FE 13 01.91
 9F 0x01FB 0x0206 0x0200 11 01.20
 A0 0x01FD 0x0206 0x0201 09 01.00
 A1 0x0201 0x020B 0x0204 10 01.16
 A2 0x01FF 0x020B 0x0202 12 01.33
 A3 0x0201 0x020C 0x0204 11 01.49
 A4 0x01F5 0x0203 0x01FD 14 01.90
 A5 0x01F9 0x0205 0x0200 12 01.34
 A6 0x01F5 0x0203 0x01FD 14 01.98
 A7 0x01FC 0x0207 0x0201 11 01.16
 A8 0x01FD 0x0206 0x0200 09 00.97
 A9 0x01FD 0x0207 0x0200 10 01.14
 AA 0x01FD 0x0208 0x0201 11 01.23
 AB 0x01FF 0x0209 0x0203 10 01.34
 AC 0x01F8 0x0204 0x01FF 12 01.80
 AD 0x01FA 0x0206 0x0201 12 01.30
 AE 0x01F6 0x0204 0x01FD 14 01.93
 AF 0x01FC 0x0206 0x0200 10 01.17
 B0 0x01FF 0x0209 0x0202 10 01.08
 B1 0x0200 0x020A 0x0203 10 01.16
 B2 0x01FD 0x0209 0x0201 12 01.34
 B3 0x01FF 0x020A 0x0202 11 01.38
 B4 0x01F7 0x0204 0x01FE 13 01.69
 B5 0x01FB 0x0206 0x0201 11 01.24
 B6 0x01F7 0x0204 0x01FE 13 01.82
 B7 0x01FD 0x0207 0x0201 10 01.14
 B8 0x01FD 0x0206 0x0200 09 01.02
 B9 0x01FF 0x0209 0x0201 10 01.28
 BA 0x01FD 0x0208 0x0200 11 01.28
 BB 0x0200 0x020B 0x0204 11 01.39
 BC 0x01F6 0x0206 0x01FF 16 01.84
 BD 0x01FA 0x0207 0x0200 13 01.26
 BE 0x01F7 0x0206 0x01FF 15 01.89
 BF 0x01FD 0x0207 0x0201 10 01.15
 C0 0x01FE 0x0208 0x0202 10 01.06
 C1 0x0201 0x020C 0x0204 11 01.51
 C2 0x01FF 0x020B 0x0203 12 01.29
 C3 0x0200 0x020C 0x0203 12 01.54
 C4 0x01F4 0x0204 0x01FE 16 02.13
 C5 0x01FA 0x0206 0x0200 12 01.27
 C6 0x01F7 0x0206 0x0200 15 02.11
 C7 0x01FE 0x0208 0x0202 10 01.15
 C8 0x01FC 0x0206 0x01FF 10 01.07
 C9 0x0200 0x020C 0x0203 12 01.54
 CA 0x01FF 0x020B 0x0202 12 01.29
 CB 0x0200 0x020B 0x0203 11 01.50
