 80 0x01F9 0x0207 0x01FF 14 01.62
 81 0x01F9 0x0207 0x01FF 14 01.64
 82 0x01FB 0x0208 0x0201 13 01.51
 83 0x01F9 0x0206 0x0200 13 01.40
 84 0x01F8 0x0204 0x01FE 12 01.45
 85 0x01FA 0x0205 0x01FF 11 01.25
 86 0x01F8 0x0205 0x01FE 13 01.52
 87 0x0201 0x0202 0x0200 01 00.05
 88 0x01F8 0x020A 0x0200 18 01.96
 89 0x01FB 0x0209 0x0201 14 01.66
 8A 0x01FA 0x0207 0x0200 13 01.60
 8B 0x01FB 0x0207 0x0200 12 01.24
 8C 0x01F9 0x0206 0x0200 13 01.61
 8D 0x01F7 0x0204 0x01FE 13 01.39
 8E 0x01F8 0x0203 0x01FE 11 01.30
 8F 0x01F7 0x0203 0x01FD 12 01.43
 90 0x01FA 0x0208 0x0200 14 01.69
 91 0x01F9 0x0206 0x01FE 13 01.52
 92 0x01FA 0x0206 0x01FF 12 01.49
 93 0x01FD 0x0208 0x0201 11 01.33
 94 0x01F9 0x0205 0x01FF 12 01.36
 95 0x01F9 0x0205 0x01FF 12 01.31
 96 0x01F8 0x0202 0x01FC 10 01.05
 97 0x01F7 0x0203 0x01FD 12 01.34
 98 0x01F9 0x0208 0x0200 15 01.57
 99 0x01FC 0x0208 0x0201 12 01.29
 9A 0x01FA 0x0206 0x01FF 12 01.33
 9B 0x01FB 0x0206 0x01FF 11 01.29
 9C 0x01F9 0x0203 0x01FE 10 01.22
 9D 0x01FA 0x0205 0x01FF 11 01.25
 9E 0x01FB 0x0204 0x01FE 09 01.02
 9F 0x01F9 0x0203 0x01FE 10 01.23
 A0 0x01F8 0x0209 0x0200 17 01.68
 A1 0x01FB 0x0208 0x0200 13 01.35
 A2 0x01FA 0x0207 0x0200 13 01.44
 A3 0x01F9 0x0208 0x01FF 15 01.57
 A4 0x01F8 0x0201 0x01FC 09 01.01
 A5 0x01F8 0x0203 0x01FD 11 01.26
 A6 0x01FB 0x0203 0x01FE 08 01.00
 A7 0x01F9 0x0203 0x01FD 10 01.17
 A8 0x01F7 0x020A 0x01FF 19 01.94
 A9 0x01F8 0x0206 0x01FE 14 01.41
 AA 0x01F8 0x0207 0x01FE 15 01.56
 AB 0x01FB 0x020A 0x0201 15 01.68
 AC 0x01FA 0x0204 0x01FE 10 01.04
 AD 0x01F6 0x0203 0x01FC 13 01.34
