 80 0x01F7 0x0208 0x01FF 17 01.74
 81 0x01FB 0x0208 0x0201 13 01.33
 82 0x01F6 0x0205 0x01FD 15 01.66
 83 0x01FB 0x0207 0x0200 12 01.42
 84 0x01F9 0x0205 0x01FF 12 01.41
 85 0x01FA 0x0206 0x0200 12 01.35
 86 0x01FB 0x0206 0x0200 11 01.33
 87 0x01FA 0x0207 0x0201 13 01.43
 88 0x01FA 0x0208 0x0200 14 01.60
 89 0x01FA 0x0207 0x01FF 13 01.25
 8A 0x01F7 0x0204 0x01FD 13 01.52
 8B 0x01FC 0x0208 0x0201 12 01.56
 8C 0x01F9 0x0206 0x0200 13 01.39
 8D 0x01F9 0x0204 0x01FE 11 01.28
 8E 0x01F8 0x0203 0x01FE 11 01.26
 8F 0x01FA 0x0205 0x01FE 11 01.27
 90 0x01F8 0x0206 0x01FE 14 01.66
 91 0x01FC 0x0208 0x0201 12 01.29
 92 0x01F7 0x0205 0x01FD 14 01.52
 93 0x01FC 0x0207 0x0201 11 01.23
 94 0x01F9 0x0204 0x01FF 11 01.28
 95 0x01FA 0x0205 0x01FF 11 01.19
 96 0x01FB 0x0204 0x01FF 09 01.10
 97 0x01F8 0x0205 0x01FE 13 01.25
 98 0x01F8 0x020A 0x0200 18 01.79
 99 0x01FA 0x0209 0x0200 15 01.49
 9A 0x01F7 0x0207 0x01FF 16 01.60
 9B 0x01FB 0x0208 0x0201 13 01.30
 9C 0x01F9 0x0205 0x01FF 12 01.38
 9D 0x01F9 0x0204 0x01FE 11 01.34
 9E 0x01F9 0x0203 0x01FE 10 01.14
 9F 0x01FA 0x0205 0x01FF 11 01.36
 A0 0x01F8 0x0207 0x01FF 15 01.46
 A1 0x01FC 0x0208 0x0200 12 01.28
 A2 0x01FB 0x0207 0x0200 12 01.39
 A3 0x01FD 0x0207 0x0201 10 01.18
 A4 0x01F7 0x0204 0x01FE 13 01.41
 A5 0x01FA 0x0205 0x01FF 11 01.31
 A6 0x01FB 0x0205 0x01FF 10 01.05
 A7 0x01F9 0x0204 0x01FE 11 01.36
 A8 0x01F8 0x0207 0x01FE 15 01.56
 A9 0x01FC 0x0208 0x0201 12 01.26
 AA 0x01F7 0x0207 0x01FE 16 01.58
 AB 0x01FB 0x0209 0x0200 14 01.62
 AC 0x01FA 0x0204 0x01FE 10 01.10
 AD 0x01F9 0x0203 0x01FD 10 01.20
 AE 0x01FA 0x0202 0x01FD 08 01.00
 AF 0x01FA 0x0205 0x01FF 11 01.19
 B0 0x01FF 0x0201 0x01FF 02 00.18
 B1 0x0201 0x0201 0x0200 00 00.00
 B2 0x0201 0x0202 0x0201 01 00.02
 B3 0x0201 0x0202 0x0200 01 00.01
 B4 0x0200 0x0201 0x0200 01 00.10
 B5 0x0200 0x0200 0x01FF 00 00.00
 B6 0x0200 0x0201 0x01FF 01 00.01
 B7 0x0201 0x0202 0x0200 01 00.29
 B8 0x01F7 0x020C 0x0200 21 01.97
 B9 0x01FB 0x0208 0x0200 13 01.43
 BA 0x01F9 0x020B 0x01FF 18 01.84
 BB 0x01FE 0x020A 0x0202 12 01.35
 BC 0x01FA 0x0207 0x0201 13 01.65
 BD 0x01FA 0x0205 0x01FF 11 01.22
 BE 0x01FC 0x0208 0x0200 12 01.18
 BF 0x01F8 0x0204 0x01FE 12 01.26
 C0 0x01F8 0x020B 0x01FF 19 01.86
 C1 0x01FC 0x0209 0x0202 13 01.35
 C2 0x01F9 0x020B 0x0200 18 01.85
 C3 0x01FC 0x0209 0x0201 13 01.36
 C4 0x01F9 0x0208 0x01FF 15 01.58
 C5 0x01FB 0x0205 0x0200 10 01.16
 C6 0x01FD 0x020A 0x0200 13 01.38
 C7 0x01F8 0x0204 0x01FE 12 01.28
 C8 0x01FF 0x0200 0x01FF 01 00.37
 C9 0x0200 0x0201 0x01FF 01 00.43
 CA 0x01FF 0x0200 0x01FF 01 00.40
 CB 0x0201 0x0202 0x0200 01 00.46
 CC 0x0200 0x0201 0x01FF 01 00.33
 CD 0x0200 0x0201 0x01FF 01 00.00
 CE 0x0200 0x0201 0x0200 01 00.09
 CF 0x0200 0x0202 0x0200 02 00.21
 D0 0x01F9 0x020B 0x0200 18 01.78
 D1 0x01FB 0x0207 0x0200 12 01.27
 D2 0x01F9 0x020A 0x0200 17 01.69
 D3 0x01FB 0x0208 0x0200 13 01.34
 D4 0x01F9 0x0209 0x01FF 16 01.70
 D5 0x01F6 0x0205 0x01FD 15 01.52
 D6 0x01F9 0x0209 0x01FF 16 01.64
 D7 0x01F7 0x0208 0x01FF 17 01.59
 D8 0x01F8 0x020B 0x0200 19 01.78
 D9 0x01FB 0x0206 0x0200 11 01.25
 DA 0x01F9 0x020B 0x0200 18 01.85
 DB 0x01FC 0x0209 0x0201 13 01.34
 DC 0x01FA 0x0206 0x01FE 12 01.40
 DD 0x01FA 0x0203 0x01FD 09 01.10
 DE 0x01FC 0x020A 0x0200 14 01.54
 DF 0x01FA 0x0205 0x01FF 11 01.15
 E0 0x01F9 0x020B 0x0201 18 01.93
 E1 0x01FC 0x0208 0x0201 12 01.35
 E2 0x01F8 0x020A 0x01FF 18 01.77
 E3 0x01FC 0x020A 0x0201 14 01.41
 E4 0x01FD 0x020A 0x0200 13 01.45
 E5 0x01FC 0x0206 0x0200 10 01.09
 E6 0x01FD 0x020A 0x0201 13 01.57
 E7 0x01FA 0x0205 0x01FF 11 01.10
 E8 0x01F7 0x020D 0x0200 22 02.36
 E9 0x01F8 0x0208 0x01FF 16 01.73
